City,Property_Type,BHK,Size_in_SqFt,Age_of_Property,Furnished_Status,Public_Transport,Nearby_Schools,Nearby_Hospitals,Parking,Security,Price_in_Lakhs,Good_Investment
Indore,Apartment,3,1628,29,Unfurnished,Low,9.0,5,No,No,50.42,1
Jaipur,Apartment,2,974,32,Unfurnished,High,7.0,2,Yes,Yes,38.82,1
Bangalore,Apartment,2,1129,9,Unfurnished,Low,8.0,0,Yes,Yes,87.19,1
Bangalore,Independent House,2,924,36,Fully-Furnished,High,6.0,4,No,No,68.45,1
Mumbai,Apartment,1,400,11,Unfurnished,High,10.0,3,No,Yes,88.86,0
Pune,Villa,3,1235,29,Semi-Furnished,Medium,0.0,4,Yes,Yes,101.9,0
Pune,Apartment,3,1301,26,Fully-Furnished,Medium,0.0,0,No,Yes,85.49,1
Jaipur,Apartment,3,1676,38,Unfurnished,Low,0.0,0,Yes,Yes,68.43,1
Mumbai,Apartment,3,1568,8,Semi-Furnished,High,1.0,4,Yes,Yes,340.76,0
Bangalore,Villa,3,1574,20,Unfurnished,High,0.0,5,Yes,No,128.54,1
Pune,Apartment,2,860,11,,High,3.0,4,Yes,No,75.22,0
Mumbai,Apartment,3,1434,28,Semi-Furnished,Medium,9.0,1,Yes,No,279.87,1
Pune,Apartment,4,1883,32,Unfurnished,Medium,8.0,8,Yes,Yes,85.99,1
Indore,Villa,3,1402,14,Unfurnished,High,3.0,4,Yes,Yes,54.58,0
Pune,Independent House,4,1981,1,Fully-Furnished,Medium,3.0,4,Yes,Yes,203.71,0
Bangalore,Apartment,4,2058,38,Unfurnished,Medium,6.0,8,Yes,Yes,174.21,1
Delhi,Independent House,2,1143,17,Fully-Furnished,Low,10.0,2,Yes,Yes,160.97,0
Jaipur,Apartment,2,971,2,Fully-Furnished,High,,4,No,Yes,49.43,0
Jaipur,Apartment,2,945,6,Unfurnished,Low,6.0,4,Yes,Yes,43.18,0
Bangalore,Apartment,1,644,17,Unfurnished,Low,0.0,1,Yes,Yes,66.22,0
Pune,Apartment,2,1043,37,Semi-Furnished,Medium,0.0,3,No,No,73.44,1
Mumbai,Villa,4,1733,36,Semi-Furnished,High,3.0,1,Yes,Yes,329.69,1
Pune,Villa,1,400,32,Unfurnished,Medium,3.0,4,Yes,Yes,32.65,0
Bangalore,Apartment,2,835,30,Semi-Furnished,Low,0.0,1,Yes,Yes,53.89,1
Jaipur,Apartment,2,1199,10,Unfurnished,Low,5.0,8,No,Yes,48.63,1
Pune,Independent House,2,899,3,Fully-Furnished,High,9.0,5,No,Yes,123.55,0
Jaipur,Independent House,2,1039,17,Unfurnished,High,1.0,7,Yes,Yes,48.43,0
Mumbai,Apartment,2,1045,3,Unfurnished,High,10.0,8,Yes,Yes,271.87,0
Jaipur,Independent House,2,1147,33,Unfurnished,Medium,4.0,7,Yes,Yes,39.35,1
Jaipur,Apartment,2,958,28,Fully-Furnished,High,7.0,4,No,No,47.2,0
Delhi,Apartment,2,926,23,Semi-Furnished,Medium,2.0,4,Yes,Yes,148.65,0
Delhi,Independent House,3,1624,21,Fully-Furnished,Medium,8.0,5,No,Yes,184.3,1
Indore,Apartment,3,1670,1,Unfurnished,Medium,6.0,0,Yes,Yes,65.44,0
Delhi,Apartment,1,698,5,Unfurnished,Medium,8.0,7,Yes,Yes,106.89,0
Jaipur,Apartment,1,400,24,Unfurnished,High,0.0,1,No,No,16.5,0
Bangalore,Independent House,3,1675,20,Semi-Furnished,Medium,,5,No,Yes,136.29,1
Jaipur,Independent House,2,758,15,Semi-Furnished,Medium,2.0,8,Yes,Yes,39.41,0
Bangalore,Apartment,3,1335,30,Semi-Furnished,Medium,3.0,2,Yes,Yes,112.53,1
Bangalore,Apartment,1,624,13,Unfurnished,Low,3.0,1,Yes,No,46.46,1
Delhi,Apartment,4,1769,38,Fully-Furnished,Medium,10.0,4,Yes,Yes,263.3,0
Pune,Apartment,5,2267,27,Unfurnished,Low,6.0,8,Yes,No,185.38,0
Mumbai,Apartment,3,1323,31,Fully-Furnished,Low,9.0,5,Yes,Yes,295.22,0
Delhi,Villa,3,1212,27,Unfurnished,Medium,10.0,7,Yes,No,142.85,1
Delhi,Apartment,2,1121,8,Semi-Furnished,Medium,7.0,7,Yes,No,158.69,0
Pune,Apartment,3,1563,21,Unfurnished,High,10.0,6,Yes,No,105.84,1
Mumbai,Apartment,3,1477,31,Unfurnished,Medium,9.0,4,Yes,Yes,274.58,1
Jaipur,Apartment,3,1651,4,Semi-Furnished,High,4.0,1,Yes,Yes,95.78,0
Indore,Independent House,2,999,22,,High,9.0,4,No,Yes,40.63,0
Indore,Apartment,3,1386,4,Unfurnished,High,6.0,6,Yes,Yes,73.8,0
Jaipur,Apartment,2,1033,31,Semi-Furnished,Medium,2.0,6,Yes,Yes,28.17,1
Delhi,Apartment,2,827,9,Semi-Furnished,Medium,2.0,1,Yes,No,125.81,0
Mumbai,Apartment,3,1234,38,Fully-Furnished,High,2.0,6,Yes,Yes,285.14,0
Delhi,Apartment,2,881,14,Unfurnished,Medium,3.0,5,Yes,Yes,109.99,1
Bangalore,Apartment,4,1719,6,Semi-Furnished,Low,5.0,6,Yes,Yes,130.38,1
Delhi,Apartment,2,905,28,Semi-Furnished,Medium,4.0,7,Yes,Yes,97.12,1
Delhi,Apartment,3,1395,2,Unfurnished,Low,7.0,3,No,No,199.48,0
Jaipur,Apartment,2,1009,18,,High,4.0,0,No,No,37.44,1
Jaipur,Apartment,3,1361,9,Unfurnished,Medium,10.0,7,Yes,No,70.74,0
Jaipur,Independent House,2,1040,27,Unfurnished,Medium,,7,Yes,No,42.25,1
Indore,Apartment,2,747,28,Unfurnished,Medium,9.0,2,Yes,Yes,24.11,1
Bangalore,Apartment,3,1444,14,Unfurnished,Medium,1.0,2,Yes,Yes,124.14,1
Jaipur,Apartment,2,1156,34,Semi-Furnished,Low,10.0,4,Yes,Yes,48.01,0
Mumbai,Apartment,3,1364,5,Semi-Furnished,Medium,10.0,2,Yes,Yes,367.1,0
Indore,Villa,2,1078,11,Fully-Furnished,High,4.0,4,Yes,Yes,41.89,0
Pune,Apartment,1,719,37,Semi-Furnished,Medium,6.0,7,No,No,44.43,1
Mumbai,Villa,4,1683,12,Unfurnished,High,1.0,0,Yes,Yes,351.2,0
Mumbai,Apartment,3,1545,28,Fully-Furnished,Low,5.0,1,Yes,Yes,272.7,1
Jaipur,Apartment,2,1023,18,Fully-Furnished,Low,6.0,1,No,No,31.86,1
Pune,Villa,3,1278,2,Unfurnished,Low,4.0,3,Yes,Yes,89.5,1
Pune,Apartment,3,1667,7,Semi-Furnished,Medium,8.0,8,Yes,Yes,127.48,1
Indore,Apartment,2,1067,7,Fully-Furnished,High,3.0,1,Yes,Yes,40.55,0
Pune,Apartment,2,1129,19,Semi-Furnished,High,9.0,8,Yes,No,102.79,0
Bangalore,Villa,3,1347,3,Fully-Furnished,Medium,0.0,6,Yes,Yes,138.08,0
Jaipur,Apartment,2,1066,20,Unfurnished,Medium,7.0,7,Yes,No,46.12,0
Pune,Independent House,3,1593,2,Unfurnished,High,7.0,0,Yes,Yes,123.14,1
Indore,Apartment,2,1182,7,Unfurnished,Low,,4,Yes,No,47.12,0
Bangalore,Independent House,2,936,22,Semi-Furnished,Low,7.0,8,No,Yes,78.66,1
Delhi,Apartment,3,1493,15,Fully-Furnished,High,1.0,3,Yes,Yes,226.23,0
Delhi,Villa,2,793,12,Fully-Furnished,Medium,,1,Yes,Yes,153.38,0
Bangalore,Apartment,4,2056,2,Unfurnished,High,,5,No,Yes,211.94,0
Indore,Independent House,4,1883,8,Unfurnished,Medium,0.0,1,Yes,Yes,66.04,1
Bangalore,Apartment,3,1455,13,Fully-Furnished,High,7.0,2,Yes,Yes,160.65,0
Jaipur,Apartment,3,1422,12,Semi-Furnished,Low,7.0,7,Yes,Yes,50.82,1
Jaipur,Apartment,3,1403,6,Unfurnished,Medium,6.0,2,Yes,Yes,59.25,0
Delhi,Apartment,2,1054,14,Semi-Furnished,Medium,10.0,1,Yes,Yes,198.34,0
Pune,Apartment,3,1369,6,Semi-Furnished,Medium,4.0,5,Yes,Yes,86.52,1
Indore,Independent House,2,881,37,Semi-Furnished,Low,3.0,2,No,Yes,25.18,1
Delhi,Independent House,3,1452,33,Semi-Furnished,Medium,9.0,0,Yes,No,179.35,1
Pune,Apartment,3,1597,40,Unfurnished,Low,9.0,2,Yes,No,92.62,1
Pune,Independent House,2,1099,21,Fully-Furnished,High,9.0,5,Yes,Yes,91.34,0
Jaipur,Apartment,2,1012,23,Semi-Furnished,Medium,9.0,2,Yes,No,51.69,0
Mumbai,Apartment,2,765,36,Unfurnished,Low,5.0,8,Yes,Yes,114.92,1
Mumbai,Villa,4,1833,0,Unfurnished,Low,10.0,6,Yes,No,405.9,0
Bangalore,Villa,2,1044,9,Semi-Furnished,Low,0.0,4,Yes,Yes,84.99,1
Jaipur,Independent House,2,1171,15,Unfurnished,Medium,4.0,1,Yes,Yes,50.82,0
Pune,Apartment,3,1370,7,Unfurnished,Low,3.0,8,No,Yes,120.86,0
Indore,Villa,3,1363,24,Semi-Furnished,High,3.0,4,No,Yes,52.33,0
Mumbai,Apartment,3,1549,11,Unfurnished,Low,,6,Yes,Yes,276.44,1
Pune,Apartment,2,1098,24,Semi-Furnished,Low,8.0,8,No,Yes,78.21,1
Mumbai,Apartment,2,795,16,Unfurnished,High,7.0,3,Yes,Yes,184.46,0
Mumbai,Independent House,2,725,25,Semi-Furnished,High,10.0,8,No,No,173.72,0
Mumbai,Independent House,2,1018,13,Unfurnished,Low,7.0,0,Yes,Yes,203.73,1
Indore,Villa,2,869,40,Unfurnished,High,4.0,5,Yes,Yes,28.19,1
Jaipur,Apartment,2,1129,35,Unfurnished,Medium,5.0,1,No,No,47.83,0
Indore,Apartment,4,1773,22,Fully-Furnished,High,1.0,7,Yes,Yes,67.46,0
Delhi,Apartment,2,1099,5,Fully-Furnished,Medium,10.0,4,No,No,168.02,0
Pune,Apartment,2,1099,4,Unfurnished,Medium,2.0,2,Yes,Yes,115.7,0
Jaipur,Apartment,3,1243,24,Semi-Furnished,High,4.0,1,Yes,Yes,53.51,0
Jaipur,Villa,2,1088,17,Semi-Furnished,Low,1.0,7,Yes,Yes,48.19,0
Jaipur,Apartment,3,1223,12,Fully-Furnished,Medium,2.0,6,No,Yes,49.59,1
Jaipur,Apartment,3,1466,13,Unfurnished,Medium,3.0,8,Yes,Yes,69.96,0
Indore,Apartment,3,1604,27,Semi-Furnished,Low,5.0,7,Yes,Yes,44.38,1
Jaipur,Apartment,3,1651,17,Unfurnished,Low,4.0,3,No,Yes,51.74,1
Bangalore,Apartment,4,2073,27,Unfurnished,Low,9.0,1,No,Yes,177.77,1
Pune,Independent House,3,1478,26,Fully-Furnished,Medium,3.0,1,No,Yes,112.32,1
Jaipur,Apartment,4,2144,31,Semi-Furnished,Medium,1.0,1,Yes,Yes,79.46,1
Pune,Independent House,2,939,8,Unfurnished,Medium,10.0,5,No,No,80.89,0
Bangalore,Apartment,4,2087,39,Unfurnished,Low,4.0,6,No,Yes,138.0,1
Bangalore,Apartment,2,1098,31,Semi-Furnished,Medium,4.0,5,No,No,75.14,1
Pune,Apartment,2,1137,19,Semi-Furnished,High,10.0,1,Yes,Yes,88.83,0
Mumbai,Independent House,3,1202,27,Unfurnished,Medium,6.0,3,Yes,No,189.2,1
Delhi,Villa,2,1163,32,Fully-Furnished,Medium,0.0,2,Yes,Yes,185.37,0
Mumbai,Apartment,3,1284,3,Unfurnished,High,,3,Yes,Yes,353.77,0
Mumbai,Apartment,2,1018,33,Unfurnished,High,10.0,4,Yes,Yes,169.52,1
Indore,Apartment,3,1582,2,Fully-Furnished,Medium,4.0,6,Yes,Yes,74.6,0
Mumbai,Apartment,2,1029,25,Unfurnished,High,7.0,8,Yes,Yes,199.32,1
Jaipur,Independent House,3,1512,7,Unfurnished,Medium,7.0,1,Yes,Yes,79.45,0
Indore,Apartment,4,1861,5,Semi-Furnished,High,0.0,7,Yes,Yes,110.98,0
Indore,Apartment,2,1107,15,Fully-Furnished,Low,4.0,2,Yes,Yes,47.58,0
Bangalore,Apartment,3,1568,23,Unfurnished,Medium,9.0,8,No,Yes,118.51,1
Mumbai,Apartment,3,1474,38,Fully-Furnished,Low,0.0,3,Yes,Yes,220.06,1
Bangalore,Apartment,4,2151,29,Semi-Furnished,High,0.0,2,Yes,Yes,198.43,0
Pune,Apartment,2,1048,12,Unfurnished,Medium,1.0,5,Yes,No,80.73,1
Delhi,Villa,3,1568,4,Semi-Furnished,Low,1.0,8,Yes,Yes,179.44,1
Indore,Villa,1,600,24,Unfurnished,Low,,6,No,No,19.75,1
Pune,Apartment,2,1052,19,Unfurnished,High,3.0,3,Yes,Yes,112.68,0
Pune,Independent House,3,1391,17,Semi-Furnished,High,2.0,2,Yes,Yes,134.95,0
Jaipur,Apartment,4,1807,17,Fully-Furnished,Medium,10.0,3,Yes,Yes,67.53,1
Delhi,Apartment,2,760,1,Unfurnished,Medium,0.0,2,No,Yes,113.0,0
Pune,Apartment,3,1564,9,Unfurnished,Medium,1.0,2,Yes,No,132.81,0
Pune,Apartment,3,1225,11,Semi-Furnished,Medium,5.0,8,Yes,Yes,109.66,0
Delhi,Apartment,1,641,12,Unfurnished,High,8.0,3,Yes,Yes,72.71,1
Delhi,Apartment,3,1323,10,Unfurnished,Low,4.0,8,Yes,Yes,174.1,1
Pune,Apartment,4,1934,18,Unfurnished,Medium,3.0,4,Yes,Yes,152.38,0
Delhi,Independent House,2,802,34,Semi-Furnished,Medium,4.0,6,Yes,Yes,97.73,1
Pune,Apartment,3,1206,38,Unfurnished,Medium,8.0,4,Yes,Yes,56.24,1
Pune,Apartment,2,855,25,Unfurnished,Medium,6.0,0,Yes,Yes,60.37,1
Jaipur,Apartment,2,1063,13,Fully-Furnished,Medium,7.0,1,Yes,Yes,55.21,0
Mumbai,Apartment,4,1823,23,Fully-Furnished,Low,3.0,4,Yes,Yes,336.28,1
Pune,Apartment,2,1141,40,Semi-Furnished,Medium,10.0,5,Yes,No,71.94,1
Bangalore,Independent House,4,1811,0,Unfurnished,Low,7.0,6,Yes,Yes,197.71,0
Indore,Apartment,4,1694,21,Semi-Furnished,Low,5.0,1,Yes,Yes,57.3,1
Mumbai,Apartment,2,1105,22,Unfurnished,Low,4.0,8,No,Yes,203.82,1
Mumbai,Apartment,2,1049,18,Unfurnished,High,6.0,5,Yes,Yes,160.15,1
Mumbai,Apartment,2,892,17,Semi-Furnished,Medium,5.0,1,Yes,No,155.81,1
Jaipur,Apartment,2,878,11,Unfurnished,Medium,2.0,1,Yes,No,49.02,0
Pune,Apartment,3,1391,27,Unfurnished,High,4.0,2,Yes,Yes,133.58,0
Jaipur,Apartment,3,1242,27,Unfurnished,Medium,8.0,0,Yes,Yes,50.16,1
Pune,Apartment,2,1001,32,Unfurnished,Medium,6.0,8,Yes,Yes,45.17,1
Jaipur,Apartment,1,630,18,Unfurnished,Medium,3.0,3,Yes,No,20.24,1
Jaipur,Independent House,3,1292,27,Fully-Furnished,Medium,6.0,4,No,Yes,43.45,1
Indore,Apartment,2,1062,36,Unfurnished,Medium,4.0,6,Yes,No,26.44,1
Bangalore,Independent House,2,1172,25,Unfurnished,Medium,10.0,0,Yes,Yes,89.16,1
Jaipur,Villa,3,1372,34,Unfurnished,High,1.0,2,No,Yes,59.29,0
Indore,Apartment,1,400,33,Fully-Furnished,High,5.0,2,Yes,No,14.05,1
Delhi,Apartment,1,637,34,Semi-Furnished,Low,6.0,1,No,No,72.33,1
Bangalore,Apartment,5,2169,39,Unfurnished,Low,7.0,7,Yes,Yes,143.04,1
Jaipur,Villa,2,1047,15,Fully-Furnished,Medium,5.0,4,Yes,No,54.53,0
Mumbai,Apartment,1,400,37,Unfurnished,Medium,,0,Yes,No,77.64,1
Delhi,Villa,1,670,12,Unfurnished,Low,6.0,1,No,No,90.75,1
Delhi,Independent House,5,2244,22,Unfurnished,High,1.0,0,No,No,376.05,0
Indore,Villa,2,969,21,Unfurnished,Low,5.0,5,Yes,Yes,30.33,1
Delhi,Apartment,4,1714,15,Unfurnished,High,8.0,8,Yes,No,318.89,0
Bangalore,Apartment,3,1298,27,Semi-Furnished,High,5.0,6,Yes,No,106.53,1
Jaipur,Independent House,2,1056,34,Unfurnished,High,3.0,4,Yes,Yes,28.79,1
Jaipur,Apartment,3,1560,7,Semi-Furnished,Low,6.0,2,No,Yes,54.38,1
Mumbai,Apartment,1,400,21,Unfurnished,Low,2.0,7,Yes,Yes,58.25,1
Indore,Villa,1,674,20,Unfurnished,Medium,4.0,3,Yes,No,21.09,1
Mumbai,Apartment,2,1053,25,Unfurnished,Low,0.0,8,No,No,218.73,0
Delhi,Independent House,1,713,39,Fully-Furnished,Medium,9.0,4,No,Yes,85.57,1
Mumbai,Villa,2,1018,20,,Medium,2.0,5,Yes,Yes,157.03,1
Bangalore,Apartment,3,1591,24,Semi-Furnished,Low,7.0,4,Yes,Yes,100.87,1
Jaipur,Independent House,3,1303,40,Unfurnished,Low,8.0,6,No,Yes,41.97,1
Delhi,Apartment,4,1782,0,Unfurnished,High,8.0,6,Yes,Yes,354.71,0
Mumbai,Apartment,3,1328,5,Unfurnished,Low,9.0,0,Yes,Yes,278.15,0
Indore,Apartment,3,1647,22,Unfurnished,Low,1.0,1,Yes,No,62.02,0
Bangalore,Apartment,3,1224,22,Unfurnished,Medium,3.0,6,No,Yes,107.01,0
Bangalore,Apartment,2,1014,22,Unfurnished,High,4.0,7,Yes,No,69.63,1
Mumbai,Apartment,4,1842,31,Semi-Furnished,Medium,2.0,3,Yes,Yes,377.6,0
Jaipur,Apartment,2,966,29,Unfurnished,Low,10.0,5,Yes,No,28.28,1
Mumbai,Apartment,3,1388,12,Semi-Furnished,Medium,0.0,2,No,Yes,278.94,1
Delhi,Villa,3,1558,17,Unfurnished,High,5.0,6,No,Yes,202.08,1
Mumbai,Independent House,3,1587,22,Semi-Furnished,High,9.0,2,No,Yes,338.32,0
Bangalore,Apartment,2,784,14,Semi-Furnished,Medium,1.0,6,Yes,Yes,68.96,0
Mumbai,Apartment,3,1671,32,Unfurnished,Medium,8.0,7,No,Yes,280.08,1
Jaipur,Apartment,2,858,20,Unfurnished,Medium,0.0,2,No,Yes,32.57,1
Indore,Apartment,3,1574,38,Semi-Furnished,Low,10.0,1,No,No,50.43,1
Pune,Villa,3,1464,22,Fully-Furnished,Medium,8.0,5,No,Yes,115.97,0
Mumbai,Villa,3,1577,26,Unfurnished,High,6.0,3,Yes,No,308.06,1
Jaipur,Apartment,2,768,17,Unfurnished,High,10.0,7,Yes,Yes,43.53,0
Jaipur,Apartment,3,1485,23,Fully-Furnished,Medium,9.0,1,No,No,74.58,0
Indore,Apartment,4,1684,39,Unfurnished,Low,1.0,3,No,Yes,45.35,1
Bangalore,Apartment,3,1327,6,Semi-Furnished,Medium,5.0,1,Yes,Yes,129.65,0
Jaipur,Apartment,2,923,19,Unfurnished,High,7.0,1,Yes,Yes,39.91,0
Jaipur,Independent House,3,1618,26,Unfurnished,High,1.0,1,Yes,No,67.16,0
Jaipur,Villa,3,1296,5,Semi-Furnished,Low,4.0,0,Yes,Yes,56.25,0
Jaipur,Apartment,1,580,26,Semi-Furnished,Medium,10.0,3,Yes,Yes,23.43,1
Delhi,Apartment,2,892,8,Unfurnished,Medium,5.0,1,No,Yes,122.57,1
Delhi,Independent House,2,1039,30,Semi-Furnished,Medium,2.0,8,Yes,Yes,121.82,1
Bangalore,Apartment,4,1852,20,Semi-Furnished,High,1.0,8,Yes,Yes,165.36,0
Mumbai,Apartment,4,1782,25,Semi-Furnished,Medium,10.0,6,Yes,Yes,258.78,1
Jaipur,Apartment,4,1781,39,Unfurnished,High,5.0,5,Yes,No,73.22,0
Indore,Independent House,3,1343,12,Semi-Furnished,Medium,,2,Yes,Yes,56.13,0
Mumbai,Apartment,3,1615,22,Semi-Furnished,High,1.0,6,Yes,No,455.25,0
Indore,Villa,2,794,19,Semi-Furnished,Medium,0.0,0,Yes,Yes,24.25,1
Mumbai,Independent House,3,1253,36,Semi-Furnished,High,7.0,8,Yes,Yes,230.24,1
Bangalore,Independent House,3,1431,27,Unfurnished,Medium,0.0,3,Yes,No,133.86,0
Jaipur,Independent House,2,820,16,Semi-Furnished,Medium,4.0,5,Yes,Yes,36.91,0
Jaipur,Apartment,3,1334,27,Semi-Furnished,Low,10.0,5,Yes,Yes,62.46,0
Pune,Apartment,4,1925,40,Unfurnished,Medium,5.0,2,Yes,No,151.89,0
Indore,Villa,3,1474,1,Unfurnished,Medium,10.0,3,No,Yes,37.25,1
Mumbai,Villa,3,1617,24,Unfurnished,Medium,2.0,2,Yes,Yes,316.27,1
Mumbai,Apartment,1,400,40,Semi-Furnished,High,6.0,5,No,Yes,78.83,1
Delhi,Apartment,4,1873,5,Unfurnished,Low,1.0,0,Yes,Yes,258.01,0
Pune,Villa,2,1176,10,Semi-Furnished,High,6.0,7,No,Yes,99.61,0
Delhi,Villa,2,943,37,Fully-Furnished,High,1.0,7,Yes,Yes,164.3,0
Delhi,Apartment,2,1180,5,Semi-Furnished,Low,4.0,8,Yes,Yes,170.57,0
Delhi,Apartment,1,656,10,Fully-Furnished,Medium,6.0,5,Yes,No,62.16,1
Indore,Apartment,3,1669,13,Fully-Furnished,Medium,10.0,0,Yes,Yes,64.36,0
Indore,Apartment,2,1116,1,Unfurnished,Low,10.0,2,Yes,Yes,55.25,0
Bangalore,Apartment,2,955,39,Semi-Furnished,Medium,2.0,0,Yes,Yes,60.74,1
Bangalore,Apartment,2,1183,2,Unfurnished,High,10.0,4,No,No,141.82,0
Delhi,Apartment,4,1697,34,Fully-Furnished,Low,3.0,2,Yes,No,249.3,0
Pune,Apartment,3,1303,32,Unfurnished,Medium,0.0,1,Yes,No,86.06,1
Mumbai,Villa,1,686,23,Fully-Furnished,Medium,2.0,2,Yes,No,149.84,0
Indore,Independent House,3,1436,18,Semi-Furnished,High,8.0,8,No,Yes,57.5,0
Pune,Apartment,2,878,17,Semi-Furnished,Low,9.0,7,Yes,Yes,61.56,1
Jaipur,Apartment,1,400,23,Unfurnished,Medium,4.0,2,Yes,Yes,13.96,1
Indore,Independent House,4,1848,34,Unfurnished,Medium,7.0,1,Yes,Yes,71.38,0
Indore,Apartment,3,1433,0,Semi-Furnished,Medium,1.0,4,Yes,Yes,58.62,0
Bangalore,Independent House,3,1219,35,Unfurnished,High,2.0,0,No,Yes,87.36,1
Mumbai,Independent House,2,1112,24,Fully-Furnished,High,6.0,3,No,Yes,274.17,0
Mumbai,Apartment,4,1809,33,Unfurnished,Low,9.0,7,Yes,No,322.62,1
Jaipur,Independent House,5,2485,24,Semi-Furnished,Medium,3.0,0,Yes,Yes,78.01,1
Jaipur,Apartment,3,1430,15,,Medium,8.0,4,Yes,Yes,52.9,1
Indore,Apartment,2,838,33,Semi-Furnished,Medium,6.0,3,Yes,Yes,21.03,1
Delhi,Apartment,2,1188,28,Semi-Furnished,Medium,10.0,5,Yes,Yes,215.22,0
Bangalore,Apartment,3,1422,18,Unfurnished,Medium,0.0,6,Yes,Yes,113.94,1
Bangalore,Independent House,1,400,22,Unfurnished,Medium,3.0,8,Yes,Yes,29.64,1
Indore,Apartment,3,1384,18,Unfurnished,High,9.0,0,No,Yes,49.33,1
Pune,Apartment,3,1425,24,Semi-Furnished,Low,10.0,3,Yes,Yes,91.72,1
Delhi,Apartment,4,1781,15,Semi-Furnished,High,5.0,5,No,Yes,268.11,0
Indore,Villa,4,1739,8,Semi-Furnished,Medium,5.0,6,No,No,82.41,0
Delhi,Apartment,3,1294,0,Semi-Furnished,Medium,9.0,6,No,Yes,206.78,0
Delhi,Apartment,4,1856,18,Unfurnished,High,5.0,7,Yes,Yes,212.38,1
Delhi,Independent House,4,2064,32,Unfurnished,Medium,4.0,7,No,No,207.08,1
Indore,Apartment,3,1261,33,Unfurnished,Medium,2.0,7,No,No,41.51,1
Bangalore,Independent House,3,1417,15,Unfurnished,Medium,1.0,7,Yes,Yes,107.2,1
Bangalore,Apartment,1,543,39,Fully-Furnished,Medium,2.0,7,Yes,No,42.99,1
Delhi,Villa,1,670,17,Fully-Furnished,High,8.0,5,Yes,No,152.49,0
Pune,Villa,2,915,33,Unfurnished,High,2.0,8,No,No,57.2,1
Mumbai,Apartment,2,1073,24,Semi-Furnished,Low,2.0,2,No,No,157.84,1
Indore,Apartment,2,812,5,Fully-Furnished,Low,,5,No,No,29.8,1
Mumbai,Independent House,3,1236,20,Unfurnished,Medium,1.0,4,No,Yes,174.71,1
Pune,Apartment,2,1085,5,Unfurnished,Low,10.0,7,Yes,Yes,101.38,0
Indore,Independent House,3,1678,31,Unfurnished,Medium,2.0,3,Yes,Yes,45.13,1
Delhi,Apartment,2,1060,40,Semi-Furnished,Low,1.0,3,Yes,Yes,102.93,1
Bangalore,Apartment,1,400,38,Fully-Furnished,Medium,7.0,4,Yes,Yes,26.28,1
Mumbai,Apartment,3,1300,30,Semi-Furnished,Low,5.0,5,Yes,No,174.57,1
Jaipur,Independent House,3,1244,9,Unfurnished,Medium,6.0,3,No,No,52.52,0
Jaipur,Apartment,2,905,29,Unfurnished,Medium,0.0,1,No,Yes,29.85,1
Pune,Independent House,3,1288,17,Semi-Furnished,Medium,5.0,1,Yes,Yes,75.28,1
Delhi,Independent House,2,820,23,Fully-Furnished,High,,2,Yes,Yes,121.09,0
Mumbai,Apartment,3,1382,8,Semi-Furnished,High,5.0,1,Yes,Yes,346.24,0
Delhi,Apartment,5,2303,30,Semi-Furnished,Medium,2.0,0,Yes,Yes,277.71,1
Mumbai,Villa,1,528,14,,Low,6.0,7,Yes,Yes,110.17,0
Pune,Apartment,2,1044,3,Fully-Furnished,High,2.0,4,Yes,Yes,132.26,0
Pune,Villa,2,979,39,Semi-Furnished,High,8.0,0,No,Yes,81.12,0
Jaipur,Apartment,2,1077,8,Unfurnished,High,,8,No,Yes,51.44,0
Delhi,Apartment,3,1658,8,Semi-Furnished,Low,6.0,7,No,Yes,264.94,0
Indore,Villa,3,1467,25,Unfurnished,High,3.0,3,Yes,Yes,71.86,0
Jaipur,Apartment,3,1590,3,Unfurnished,Medium,7.0,7,Yes,Yes,55.07,1
Delhi,Apartment,3,1262,16,Unfurnished,High,1.0,6,Yes,No,202.36,0
Jaipur,Apartment,2,721,15,Unfurnished,High,7.0,6,No,Yes,27.12,1
Indore,Apartment,2,804,14,Unfurnished,Low,8.0,0,No,Yes,29.0,1
Bangalore,Apartment,3,1549,34,Unfurnished,High,,5,Yes,Yes,101.42,1
Bangalore,Independent House,3,1318,4,Semi-Furnished,Medium,5.0,3,No,Yes,142.86,0
Bangalore,Apartment,4,1754,4,Semi-Furnished,High,9.0,1,Yes,No,192.17,0
Bangalore,Apartment,3,1367,19,Unfurnished,Medium,0.0,6,Yes,Yes,140.94,0
Mumbai,Villa,2,777,14,Unfurnished,High,6.0,8,No,No,162.23,0
Bangalore,Apartment,2,1041,17,Semi-Furnished,Low,0.0,4,No,Yes,84.56,1
Indore,Apartment,3,1476,1,Unfurnished,High,6.0,7,Yes,Yes,60.59,0
Pune,Independent House,3,1534,28,Unfurnished,Medium,1.0,4,Yes,No,148.53,0
Pune,Villa,3,1592,12,Fully-Furnished,Medium,7.0,6,Yes,No,154.01,0
Mumbai,Apartment,2,831,3,Semi-Furnished,Low,1.0,6,Yes,No,215.2,0
Bangalore,Apartment,2,770,9,,High,2.0,8,No,Yes,92.8,0
Bangalore,Apartment,2,1174,30,Semi-Furnished,Low,2.0,2,Yes,Yes,103.29,0
Bangalore,Apartment,4,1826,40,Unfurnished,Medium,0.0,0,Yes,No,102.67,1
Jaipur,Apartment,2,972,7,Semi-Furnished,Medium,4.0,1,Yes,Yes,40.3,0
